iter	Passed	Remaining
282	1481	3754
283	1486	3746
284	1490	3738
285	1495	3732
286	1502	3733
287	1507	3727
288	1512	3721
289	1517	3714
290	1521	3707
291	1526	3701
292	1531	3695
293	1536	3689
294	1541	3683
295	1545	3675
296	1550	3668
297	1554	3661
298	1558	3654
299	1563	3647
300	1568	3641
301	1572	3634
302	1577	3628
303	1581	3621
304	1586	3614
305	1590	3606
306	1594	3599
307	1600	3595
308	1606	3592
309	1611	3586
310	1616	3581
311	1621	3575
312	1626	3570
313	1633	3568
314	1640	3566
315	1649	3571
316	1660	3578
317	1677	3596
318	1682	3591
319	1690	3592
320	1697	3589
321	1710	3601
322	1723	3611
323	1731	3612
324	1741	3617
325	1748	3614
326	1754	3611
327	1760	3607
328	1765	3601
329	1770	3594
330	1775	3588
331	1779	3580
332	1784	3573
333	1788	3567
334	1794	3561
335	1798	3554
336	1805	3551
337	1809	3544
338	1814	3537
339	1819	3531
340	1824	3526
341	1830	3522
342	1837	3519
343	1842	3512
344	1846	3505
345	1851	3499
346	1855	3492
347	1860	3485
348	1864	3478
349	1868	3470
350	1873	3463
351	1878	3457
352	1883	3451
353	1887	3444
354	1892	3438
355	1897	3431
356	1901	3425
357	1907	3419
358	1911	3413
359	1916	3406
360	1920	3399
361	1925	3392
362	1929	3385
363	1933	3378
364	1938	3371
365	1942	3364
366	1946	3358
367	1951	3351
368	1956	3345
369	1960	3338
370	1965	3332
371	1970	3325
372	1974	3318
373	1978	3311
374	1983	3306
375	1988	3299
376	1992	3292
377	1996	3285
378	2000	3277
379	2005	3271
380	2010	3265
381	2014	3259
382	2019	3252
383	2023	3246
384	2028	3239
385	2032	3232
386	2036	3226
387	2041	3220
388	2046	3214
389	2051	3208
390	2055	3201
391	2059	3195
392	2064	3188
393	2068	3181
394	2073	3175
395	2077	3168
396	2082	3162
397	2086	3155
398	2090	3148
399	2094	3142
400	2099	3136
401	2104	3130
402	2108	3123
403	2114	3119
404	2119	3113
405	2123	3106
406	2127	3099
407	2131	3093
408	2136	3087
409	2141	3081
410	2146	3075
411	2151	3070
412	2155	3063
413	2160	3058
414	2165	3052
415	2170	3046
416	2174	3040
417	2179	3035
418	2184	3029
419	2189	3023
420	2193	3017
421	2199	3012
422	2204	3006
423	2208	3000
424	2214	2995
425	2218	2989
426	2223	2983
427	2228	2977
428	2233	2972
429	2237	2966
430	2242	2961
431	2247	2955
432	2252	2949
433	2257	2943
434	2261	2937
435	2266	2931
436	2271	2926
437	2276	2921
438	2281	2915
439	2286	2909
440	2290	2903
441	2295	2897
442	2299	2891
443	2304	2886
444	2309	2879
445	2314	2874
446	2318	2868
447	2323	2862
448	2327	2856
449	2332	2850
450	2337	2845
451	2342	2839
452	2347	2834
453	2351	2827
454	2355	2821
455	2359	2815
456	2364	2809
457	2369	2803
458	2373	2797
459	2378	2792
460	2383	2786
461	2388	2781
462	2393	2775
463	2398	2770
464	2403	2765
465	2408	2759
466	2413	2754
467	2419	2749
468	2425	2746
469	2431	2742
470	2437	2737
471	2442	2731
472	2447	2727
473	2453	2722
474	2458	2717
475	2463	2712
476	2469	2707
477	2474	2702
478	2480	2698
479	2485	2692
480	2490	2687
481	2496	2683
482	2502	2678
483	2509	2675
484	2515	2670
485	2519	2665
486	2525	2660
487	2531	2655
488	2535	2649
489	2540	2644
490	2545	2638
491	2549	2632
492	2554	2626
493	2558	2621
494	2563	2615
495	2568	2610
496	2574	2605
497	2579	2599
498	2584	2594
499	2589	2589
500	2594	2584
501	2598	2578
502	2603	2572
503	2608	2567
504	2615	2563
505	2621	2558
506	2627	2554
507	2632	2549
508	2637	2543
509	2641	2538
510	2647	2533
511	2651	2527
512	2656	2521
513	2661	2516
514	2666	2511
515	2671	2505
516	2676	2500
517	2680	2494
518	2684	2488
519	2689	2482
520	2693	2476
521	2698	2470
522	2702	2464
523	2706	2458
524	2711	2452
525	2716	2447
526	2720	2441
527	2725	2436
528	2730	2431
529	2735	2425
530	2739	2419
531	2743	2413
532	2748	2407
533	2752	2401
534	2756	2395
535	2761	2390
536	2765	2384
537	2769	2378
538	2774	2372
539	2778	2366
540	2782	2361
541	2787	2355
542	2791	2349
543	2796	2344
544	2800	2338
545	2804	2332
546	2809	2326
547	2813	2320
548	2817	2314
549	2822	2309
550	2827	2303
551	2831	2298
552	2835	2292
553	2840	2286
554	2844	2281
555	2848	2274
556	2853	2269
557	2857	2263
558	2862	2258
559	2866	2252
560	2871	2246
561	2875	2241
562	2879	2235
563	2883	2228
564	2887	2222
565	2890	2216
566	2894	2210
567	2898	2204
568	2902	2198
569	2906	2192
570	2911	2187
571	2915	2181
572	2919	2175
573	2923	2169
574	2927	2163
575	2932	2158
576	2935	2152
577	2939	2146
578	2943	2140
579	2947	2134
580	2951	2128
581	2955	2122
582	2959	2116
583	2963	2110
584	2967	2104
585	2971	2099
586	2975	2093
587	2979	2087
588	2982	2081
589	2986	2075
590	2991	2070
591	2995	2064
592	3000	2059
593	3004	2053
594	3008	2047
595	3012	2042
596	3016	2036
597	3020	2030
598	3024	2024
599	3027	2018
600	3031	2012
601	3036	2007
602	3041	2002
603	3044	1996
604	3048	1990
605	3052	1984
606	3055	1978
607	3059	1972
608	3063	1966
609	3066	1960
610	3070	1955
611	3074	1949
612	3078	1943
613	3082	1937
614	3085	1931
615	3089	1925
616	3093	1920
617	3096	1914
618	3100	1908
619	3106	1904
620	3111	1899
621	3117	1894
622	3121	1888
623	3126	1883
