iter	RMSE
557	3.212499193
558	3.212490033
559	3.21247447
560	3.212467077
561	3.212446157
562	3.212431165
563	3.212423118
564	3.21241118
565	3.212389042
566	3.212373921
567	3.212352724
568	3.212346044
569	3.212312656
570	3.212303598
571	3.212287221
572	3.212266326
573	3.212238868
574	3.212227529
575	3.212210652
576	3.212199313
577	3.212190869
578	3.212181474
579	3.212174439
580	3.212162798
581	3.212137148
582	3.212123596
583	3.212098601
584	3.212092541
585	3.212081338
586	3.212074947
587	3.212057656
588	3.212053845
589	3.212047166
590	3.212041582
591	3.212030818
592	3.212023582
593	3.212001994
594	3.211989905
595	3.211968423
596	3.211937638
597	3.211928086
598	3.211923683
599	3.211916921
600	3.211897029
601	3.211885258
602	3.211878125
603	3.211854152
604	3.211846849
605	3.211838483
606	3.211828186
607	3.211823533
608	3.211808041
609	3.211797582
610	3.211791175
611	3.211772491
612	3.211755379
613	3.211744946
614	3.211736897
615	3.211710106
616	3.211699578
617	3.211679138
618	3.211671879
619	3.211663665
620	3.211660455
621	3.211652765
622	3.211642818
623	3.211630289
624	3.211613731
625	3.211604906
626	3.211587544
627	3.211572463
628	3.211563824
629	3.21155947
630	3.211539243
631	3.211523523
632	3.211501498
633	3.211489913
634	3.211471695
635	3.211464524
636	3.211453212
637	3.211442072
638	3.211425702
639	3.211409783
640	3.211376443
641	3.211373732
642	3.211361638
643	3.211352966
644	3.211348363
645	3.211340262
646	3.211337399
647	3.211330162
648	3.2113161
649	3.211306205
650	3.211290398
651	3.211287225
652	3.211272153
653	3.211249491
654	3.21123136
655	3.211225115
656	3.211219495
657	3.211213242
658	3.211201988
659	3.211196149
660	3.211190419
661	3.211185678
662	3.211172012
663	3.211168569
664	3.211154703
665	3.211146275
666	3.21111297
667	3.211106528
668	3.211100654
669	3.211080343
670	3.211074817
671	3.21106189
672	3.211056472
673	3.211050275
674	3.211045089
675	3.211037899
676	3.211032179
677	3.211024745
678	3.211014122
679	3.211011377
680	3.210999844
681	3.210981959
682	3.210973363
683	3.210967591
684	3.210953418
685	3.210939991
686	3.210934496
687	3.210912477
688	3.210905415
689	3.210902205
690	3.210882874
691	3.210865073
692	3.210861388
693	3.21085412
694	3.210845529
695	3.210829067
696	3.210812805
697	3.21080607
698	3.210793228
699	3.210790876
700	3.210782337
701	3.210770359
702	3.210752301
703	3.210733929
704	3.210726953
705	3.210719842
706	3.210713425
707	3.210689038
708	3.210677291
709	3.210675692
710	3.2106676
711	3.210659182
712	3.21065556
713	3.21063951
714	3.210629387
715	3.210625669
716	3.210614197
717	3.2106082
718	3.210579352
719	3.210565646
720	3.210555712
721	3.210550372
722	3.210546246
723	3.210538935
724	3.210533946
725	3.210524569
726	3.210516398
727	3.210503195
728	3.210485446
729	3.210480183
730	3.21047463
731	3.210464227
732	3.210459879
733	3.210451939
734	3.210450008
735	3.210432008
736	3.210428496
737	3.210419435
738	3.210407355
739	3.210395701
740	3.210389366
741	3.210370094
742	3.210356016
743	3.210340898
744	3.210327735
745	3.210321233
746	3.210309883
747	3.210305379
748	3.210300666
749	3.210285711
750	3.21028341
751	3.210275783
752	3.210271217
753	3.210259231
754	3.21024153
755	3.210221724
756	3.210204156
757	3.21018943
758	3.21018356
759	3.210172549
760	3.210168089
761	3.210153646
762	3.210149152
763	3.210143289
764	3.210137158
765	3.210118921
766	3.210112575
767	3.210092282
768	3.210084471
769	3.210066841
770	3.21006219
771	3.210057115
772	3.210050618
773	3.210046206
774	3.210040671
775	3.210027603
776	3.210022618
777	3.21001748
778	3.210010445
779	3.210005608
780	3.210000301
781	3.209992178
782	3.209982755
783	3.209965974
784	3.209949326
785	3.209912533
786	3.209904427
787	3.209891107
788	3.209885565
789	3.209879933
790	3.209874564
791	3.209869285
792	3.209855146
793	3.209837929
794	3.20982438
795	3.209814892
796	3.209810587
797	3.209794813
798	3.209788515
799	3.209770287
