iter	RMSE
338	3.222519943
339	3.222432665
340	3.222371222
341	3.222306206
342	3.22226234
343	3.222214475
344	3.222159832
345	3.22210008
346	3.222067932
347	3.2220081
348	3.221996458
349	3.221891072
350	3.221821423
351	3.221756015
352	3.221669206
353	3.221614112
354	3.221572088
355	3.221437889
356	3.221364481
357	3.221288898
358	3.221201234
359	3.221150158
360	3.22109324
361	3.221039921
362	3.220985705
363	3.220918979
364	3.220855338
365	3.22075928
366	3.220699228
367	3.22061166
368	3.220486165
369	3.220394645
370	3.220352806
371	3.220293151
372	3.220214788
373	3.22012055
374	3.220052942
375	3.219978255
376	3.219928369
377	3.219887095
378	3.219804187
379	3.219753026
380	3.21969566
381	3.219655769
382	3.219614027
383	3.219588838
384	3.219515156
385	3.219473464
386	3.219405059
387	3.219288536
388	3.219205844
389	3.219170202
390	3.219059599
391	3.219014466
392	3.218946052
393	3.218882749
394	3.218820879
395	3.218779392
396	3.218776395
397	3.218730051
398	3.218693417
399	3.218678845
400	3.21858893
401	3.218542561
402	3.218491873
403	3.218429338
404	3.218378473
405	3.218335674
406	3.218268597
407	3.21819731
408	3.218137861
409	3.218098675
410	3.218040587
411	3.217973752
412	3.217859148
413	3.21783659
414	3.217806543
415	3.217771761
416	3.217705277
417	3.217662353
418	3.217623987
419	3.217539545
420	3.217458971
421	3.217418695
422	3.217392542
423	3.217373735
424	3.217337235
425	3.217297372
426	3.217192452
427	3.217050788
428	3.216997519
429	3.216975147
430	3.216942485
431	3.216819628
432	3.216761798
433	3.216657626
434	3.216564924
435	3.216488989
436	3.216428001
437	3.21635136
438	3.216333498
439	3.216290243
440	3.216268764
441	3.216222141
442	3.216160723
443	3.216102908
444	3.216064899
445	3.216002169
446	3.215950713
447	3.215904045
448	3.215839072
449	3.21580263
450	3.215724162
451	3.215668391
452	3.215627589
453	3.215576097
454	3.215542219
455	3.215500449
456	3.21547273
457	3.215448747
458	3.215410307
459	3.215332968
460	3.215306232
461	3.215284318
462	3.215264616
463	3.215241671
464	3.21520189
465	3.215187123
466	3.215091376
467	3.215041831
468	3.214972401
469	3.214902613
470	3.214867883
471	3.214824552
472	3.214728844
473	3.214687494
474	3.214647768
475	3.214567136
476	3.214491975
477	3.214396305
478	3.214347143
479	3.214305763
480	3.214266999
481	3.214143837
482	3.214130197
483	3.214032036
484	3.213996951
485	3.213976002
486	3.213923454
487	3.213887338
488	3.213838394
489	3.213757928
490	3.213721166
491	3.213688101
492	3.21362211
493	3.213532574
494	3.213509916
495	3.213477266
496	3.213432617
497	3.213400067
498	3.213321896
499	3.213309537
500	3.213182979
501	3.213099259
502	3.213053189
503	3.212991068
504	3.212966486
505	3.212947137
506	3.212898123
507	3.212877842
508	3.212778316
509	3.212741058
510	3.212668381
511	3.212656597
512	3.212597019
513	3.21255918
514	3.212526328
515	3.212482436
516	3.212405856
517	3.212368616
518	3.212330899
519	3.21228376
520	3.212227457
521	3.212167421
522	3.212088052
523	3.21200665
524	3.211960486
525	3.211874972
526	3.211793461
527	3.211698612
528	3.21163066
529	3.211601328
530	3.211559584
531	3.211494138
532	3.211405334
533	3.211375846
534	3.211347076
535	3.211275365
536	3.211235285
537	3.211183943
538	3.211123232
539	3.2110912
540	3.21107881
541	3.211063169
542	3.21096072
543	3.210894199
544	3.210885444
545	3.210854009
546	3.210824309
547	3.210794055
548	3.210733038
549	3.210714799
550	3.210700094
551	3.210640059
552	3.210589558
553	3.210488386
554	3.210310435
555	3.210265958
556	3.210245598
557	3.210161665
558	3.210135234
559	3.210064271
560	3.20998878
561	3.209983197
562	3.209926182
563	3.209886992
564	3.209861413
565	3.209818151
566	3.209773708
567	3.209748218
568	3.209685289
569	3.209643174
570	3.20962293
571	3.209548397
572	3.209499903
573	3.209432005
574	3.209418846
575	3.209395287
576	3.20934069
577	3.209304552
578	3.209217041
579	3.209111935
580	3.209042505
581	3.20902808
582	3.209001901
583	3.208940199
584	3.208921034
585	3.208892778
586	3.208856142
587	3.208731497
588	3.208689689
589	3.20857785
590	3.208560517
591	3.208473456
592	3.208435942
593	3.208348054
594	3.208318167
595	3.208291133
596	3.208278522
597	3.208132468
598	3.208061224
599	3.208048497
600	3.207986022
601	3.20795904
602	3.207927779
603	3.207850447
604	3.207788643
605	3.207758894
606	3.207686613
607	3.20761971
608	3.20756085
609	3.207484615
610	3.207399775
611	3.207301044
612	3.207289162
613	3.207257017
614	3.207205939
615	3.20717762
616	3.207147949
617	3.207105324
618	3.207075218
619	3.206977337
620	3.206888207
621	3.206826682
622	3.206751524
623	3.206724496
624	3.206653143
625	3.206578778
626	3.206529842
627	3.206472468
628	3.206388413
629	3.20634943
630	3.206315783
631	3.206266415
632	3.206212204
633	3.20615432
634	3.206099036
635	3.20607836
636	3.206011924
637	3.205988096
638	3.205926977
639	3.205886084
640	3.205840704
641	3.205801718
642	3.205765385
643	3.205743154
644	3.205657545
645	3.205619609
646	3.205569202
647	3.205556265
648	3.20553266
649	3.205494121
650	3.20545648
651	3.20537824
652	3.205338337
653	3.20528634
654	3.205242791
655	3.20517914
656	3.205142342
657	3.205135865
658	3.205127725
659	3.205100211
660	3.205014778
661	3.204981182
662	3.204955364
663	3.204916002
664	3.204835871
665	3.204833127
666	3.204759005
667	3.204716053
668	3.204703768
669	3.204688236
670	3.204610123
671	3.204508702
672	3.20444127
673	3.204379045
674	3.204370919
675	3.204353165
676	3.204331175
677	3.204287076
678	3.204253617
679	3.204223006
680	3.204085662
681	3.204038276
682	3.203988081
683	3.203964128
684	3.203897599
685	3.203849428
686	3.203789645
687	3.203704802
688	3.203685642
689	3.203604586
690	3.203583947
691	3.203497669
692	3.203486041
693	3.203434028
694	3.203372753
695	3.203351223
696	3.203341322
697	3.203270456
698	3.203225086
699	3.203159359
700	3.203138133
701	3.203108693
702	3.203028032
703	3.2029558
704	3.202900499
705	3.202843397
706	3.202777313
707	3.202715754
708	3.20267948
709	3.202648342
710	3.202615266
711	3.202525245
712	3.202515243
713	3.202466338
714	3.202438753
715	3.202395712
716	3.202364967
717	3.202298986
718	3.20226178
719	3.202191583
720	3.202142294
721	3.202111774
722	3.202100786
723	3.202055388
724	3.202040027
725	3.201959592
726	3.201872794
727	3.201801025
728	3.201755598
729	3.201723
730	3.201699778
731	3.201601971
732	3.201590639
733	3.20151321
734	3.201491756
735	3.201444796
736	3.201413439
737	3.201381425
738	3.201278869
739	3.201236307
740	3.201217587
741	3.201146995
742	3.201117455
743	3.201083454
744	3.201029609
745	3.200998538
746	3.200903309
747	3.20084933
748	3.200810882
749	3.2007491
750	3.200712112
751	3.200654901
752	3.200637475
753	3.200572692
754	3.200521807
755	3.200485852
756	3.20042799
757	3.200407448
758	3.200364122
759	3.200308958
760	3.2002339
761	3.200219303
762	3.200179536
763	3.200148872
764	3.200007826
765	3.199959883
766	3.199929137
767	3.199886927
768	3.199818008
769	3.19975809
770	3.199745738
771	3.199685191
772	3.199631607
773	3.199568112
774	3.199523938
775	3.199470968
776	3.199444574
777	3.199405738
778	3.199336609
779	3.199293362
780	3.199274917
781	3.199241474
782	3.199187288
783	3.199123947
784	3.199080115
785	3.199040545
786	3.199008786
787	3.198990837
788	3.198941512
789	3.198882992
790	3.198879139
791	3.198828966
792	3.198784979
793	3.19872819
794	3.19867069
795	3.198622835
796	3.198556556
797	3.198508565
798	3.19848235
799	3.198437358
